20.0,20.0
40.0,40.0
25.0,55.0
10.0,70.0
-5.0,85.0
-20.0,100.0
40.0,40.0
55.0,25.0
70.0,10.0
85.0,-5.0
100.0,-20.0
99.0,-35.0
40.0,40.0
55.0,25.0
70.0,10.0
85.0,-5.0
100.0,-20.0
40.0,40.0
55.0,25.0
70.0,10.0
85.0,-5.0
100.0,-20.0
99.0,-35.0
40.0,40.0
55.0,25.0
70.0,10.0
85.0,-5.0
100.0,-20.0
99.0,-35.0
40.0,40.0
55.0,25.0
70.0,10.0
85.0,-5.0
100.0,-20.0
40.0,40.0
60.0,60.0
75.0,45.0
90.0,30.0
99.0,15.0
99.0,0.0
60.0,60.0
75.0,45.0
90.0,30.0
99.0,15.0
99.0,0.0
99.0,-15.0
99.0,-30.0
60.0,60.0
75.0,45.0
90.0,30.0
99.0,15.0
99.0,0.0
99.0,-15.0
99.0,-30.0
60.0,60.0
75.0,45.0
90.0,30.0
99.0,15.0
99.0,0.0
99.0,-15.0
99.0,-30.0
99.0,-45.0
99.0,-60.0
99.0,-75.0
60.0,60.0
90.0,30.0
99.0,15.0
99.0,0.0
99.0,-15.0
99.0,-30.0
60.0,60.0
75.0,45.0
90.0,30.0
99.0,15.0
99.0,0.0
99.0,-15.0
60.0,60.0
80.0,80.0
95.0,65.0
99.0,50.0
99.0,35.0
99.0,20.0
99.0,5.0
99.0,-10.0
80.0,80.0
60.0,60.0
40.0,40.0
20.0,20.0
35.0,5.0
50.0,-10.0
20.0,20.0
5.0,35.0
-10.0,50.0
-25.0,65.0
20.0,20.0
35.0,5.0
50.0,-10.0
65.0,-25.0
80.0,-40.0
95.0,-55.0
99.0,-70.0
99.0,-85.0
99.0,-100.0
20.0,20.0
5.0,35.0
-10.0,50.0
-25.0,65.0
20.0,20.0
5.0,35.0
-10.0,50.0
-25.0,65.0
-40.0,80.0
20.0,20.0
40.0,40.0
25.0,55.0
10.0,70.0
-5.0,85.0
-20.0,100.0
40.0,40.0
25.0,55.0
10.0,70.0
-5.0,85.0
40.0,40.0
60.0,60.0
45.0,75.0
30.0,90.0
15.0,99.0
0.0,99.0
60.0,60.0
45.0,75.0
30.0,90.0
15.0,99.0
0.0,99.0
60.0,60.0
75.0,45.0
90.0,30.0
99.0,15.0
99.0,0.0
99.0,-15.0
99.0,-30.0
60.0,60.0
75.0,45.0
90.0,30.0
99.0,15.0
99.0,0.0
99.0,-15.0
99.0,-30.0
99.0,-45.0
99.0,-60.0
99.0,-75.0
60.0,60.0
75.0,45.0
90.0,30.0
99.0,15.0
60.0,60.0
75.0,45.0
90.0,30.0
99.0,15.0
99.0,0.0
99.0,-15.0
99.0,-30.0
60.0,60.0
75.0,45.0
90.0,30.0
99.0,15.0
99.0,0.0
99.0,-15.0
99.0,-30.0
99.0,-45.0
99.0,-60.0
99.0,-75.0
99.0,-90.0
60.0,60.0
75.0,45.0
90.0,30.0
99.0,15.0
99.0,0.0
99.0,-15.0
99.0,-30.0
99.0,-45.0
99.0,-60.0
99.0,-75.0
99.0,-90.0
60.0,60.0
75.0,45.0
90.0,30.0
99.0,15.0
99.0,0.0
99.0,-15.0
99.0,-30.0
60.0,60.0
75.0,45.0
90.0,30.0
99.0,15.0
99.0,0.0
99.0,-15.0
99.0,-30.0
60.0,60.0
80.0,80.0
95.0,65.0
99.0,50.0
99.0,35.0
99.0,20.0
99.0,5.0
99.0,-15.0
60.0,60.0
45.0,75.0
30.0,90.0
10.0,70.0
-10.0,50.0
-30.0,30.0
-50.0,10.0
-70.0,-10.0
-40.0,-40.0
-25.0,-55.0
-10.0,-70.0
5.0,-85.0
-15.0,-99.0
-35.0,-99.0
-55.0,-99.0
-35.0,-99.0
-15.0,-99.0
5.0,-85.0
25.0,-65.0
45.0,-45.0
65.0,-25.0
85.0,-5.0
99.0,15.0
99.0,35.0
99.0,55.0
99.0,70.0
99.0,85.0
100.0,100.0
85.0,99.0
70.0,99.0
55.0,99.0
40.0,99.0
25.0,99.0
10.0,99.0
-10.0,99.0
-30.0,99.0
-50.0,99.0
-70.0,99.0
-90.0,90.0
0.0,0.0
15.0,-15.0
30.0,-30.0
45.0,-45.0
60.0,-60.0
75.0,-75.0
55.0,-95.0
-20.0,-20.0
-5.0,-35.0
10.0,-50.0
25.0,-65.0
40.0,-80.0
55.0,-95.0
-20.0,-20.0
-5.0,-35.0
10.0,-50.0
25.0,-65.0
-20.0,-20.0
0.0,0.0
20.0,20.0
40.0,40.0
60.0,60.0
45.0,75.0
30.0,90.0
15.0,99.0
0.0,99.0
-15.0,99.0
60.0,60.0
60.0,60.0
60.0,60.0
60.0,60.0
60.0,60.0
60.0,60.0
60.0,60.0
60.0,60.0
60.0,60.0
60.0,60.0
60.0,60.0
60.0,60.0
60.0,60.0
60.0,60.0
60.0,60.0
60.0,60.0
60.0,60.0
75.0,45.0
90.0,30.0
99.0,15.0
99.0,0.0
99.0,-15.0
99.0,-30.0
99.0,-45.0
99.0,-60.0
99.0,-45.0
99.0,-30.0
99.0,-15.0
99.0,0.0
99.0,15.0
90.0,30.0
75.0,45.0
60.0,60.0
45.0,75.0
30.0,90.0
15.0,99.0
0.0,99.0
-15.0,99.0
-30.0,99.0
-45.0,99.0
60.0,60.0
75.0,45.0
90.0,30.0
99.0,15.0
99.0,0.0
99.0,-15.0
99.0,-30.0
60.0,60.0
45.0,75.0
30.0,90.0
45.0,75.0
60.0,60.0
75.0,45.0
90.0,30.0
99.0,15.0
99.0,0.0
99.0,-15.0
99.0,-30.0
99.0,-45.0
99.0,-60.0
99.0,-75.0
99.0,-90.0
99.0,-99.0
99.0,-99.0
60.0,60.0
60.0,60.0
45.0,75.0
30.0,90.0
15.0,99.0
0.0,99.0
60.0,60.0
75.0,45.0
90.0,30.0
99.0,15.0
99.0,0.0
99.0,-15.0
99.0,-30.0
99.0,-45.0
99.0,-60.0
99.0,-75.0
99.0,-90.0
99.0,-99.0
99.0,-99.0
60.0,60.0
45.0,75.0
30.0,90.0
15.0,99.0
0.0,99.0
60.0,60.0
75.0,45.0
90.0,30.0
99.0,15.0
99.0,0.0
99.0,-15.0
99.0,-30.0
99.0,-45.0
99.0,-60.0
99.0,-75.0
99.0,-90.0
60.0,60.0
75.0,45.0
90.0,30.0
99.0,15.0
99.0,0.0
99.0,-15.0
99.0,-30.0
99.0,-45.0
60.0,60.0
75.0,45.0
90.0,30.0
99.0,15.0
99.0,0.0
99.0,-15.0
99.0,-30.0
99.0,-45.0
99.0,-60.0
99.0,-75.0
99.0,-90.0
99.0,-99.0
60.0,60.0
75.0,45.0
90.0,30.0
99.0,15.0
99.0,0.0
99.0,-15.0
99.0,-30.0
99.0,-45.0
99.0,-60.0
99.0,-75.0
99.0,-90.0
60.0,60.0
75.0,45.0
90.0,30.0
99.0,15.0
99.0,0.0
99.0,-15.0
99.0,-30.0
99.0,-45.0
99.0,-60.0
99.0,-75.0
60.0,60.0
75.0,45.0
90.0,30.0
99.0,15.0
99.0,0.0
99.0,-15.0
99.0,-30.0
99.0,-45.0
99.0,-60.0
99.0,-75.0
60.0,60.0
80.0,80.0
8.0,-8.0
16.0,-16.0
24.0,-24.0
32.0,-32.0
24.0,-24.0
16.0,-16.0
8.0,-8.0
0.0,0.0
-8.0,8.0
-16.0,16.0
-24.0,24.0
-16.0,16.0
-8.0,24.0
0.0,16.0
8.0,24.0
0.0,32.0
-8.0,40.0
-16.0,48.0
-8.0,40.0
-16.0,32.0
-24.0,24.0
-16.0,16.0
-8.0,8.0
0.0,0.0
8.0,-8.0
16.0,-16.0
24.0,-24.0
32.0,-16.0
40.0,-8.0
48.0,0.0
40.0,8.0
32.0,16.0
24.0,24.0
16.0,32.0
24.0,24.0
32.0,16.0
24.0,24.0
16.0,16.0
8.0,8.0
0.0,0.0
-8.0,-8.0
-24.0,-24.0
-32.0,-32.0
-40.0,-40.0
0.0,0.0
0.0,0.0
